Group,Day,Time,Discipline,Classroom,Type,Lecturer,Program
SE-2401,Thursday,18:00-18:50,Introduction to Game Development,C1.1.238K,practice,Sembayev Talgat,Schedules_2 course_3 trim
SE-2401,Thursday,19:00-19:50,Introduction to Game Development,C1.1.238K,practice,Sembayev Talgat,Schedules_2 course_3 trim
SE-2401,Thursday,19:00-19:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2401,Friday,14:00-14:50,Academic Writing,C1.1.234P,practice,Almukhambetova Ainur,Schedules_2 course_3 trim
SE-2401,Friday,15:00-15:50,Cross-platform mobile development,C1.2.239K,practice,Omirzak Islam,Schedules_2 course_3 trim
SE-2401,Friday,15:00-15:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2401,Saturday,17:00-17:50,Probability and Statistics,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2401,Saturday,18:00-18:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2401,Saturday,19:00-19:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2402,Monday,14:00-14:50,Probability and Statistics,C1.1.252L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2402,Monday,15:00-15:50,Probability and Statistics,C1.1.252L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2402,Monday,16:00-16:50,Cross-platform mobile development,C1.2.239K,practice,Omirzak Islam,Schedules_2 course_3 trim
SE-2402,Monday,17:00-17:50,Cross-platform mobile development,C1.2.239K,practice,Omirzak Islam,Schedules_2 course_3 trim
SE-2402,Monday,18:00-18:50,Blockchain Technologies 2,C1.1.242K,practice,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2402,Monday,18:00-18:50,Advanced Operating Systems,C1.1.324L,practice,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2402,Monday,19:00-19:50,Advanced Operating Systems,C1.1.324L,practice,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2402,Monday,19:00-19:50,Blockchain Technologies 2,C1.1.242K,practice,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2402,Tuesday,13:05-13:55,Academic Writing,C1.1.347P,practice,Almukhambetova Ainur,Schedules_2 course_3 trim
SE-2402,Tuesday,14:00-14:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2402,Tuesday,15:00-15:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2402,Tuesday,16:00-16:50,Introduction to Game Development,C1.3.370,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2402,Tuesday,16:00-16:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2402,Tuesday,17:00-17:50,Introduction to Game Development,C1.3.370,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2402,Tuesday,17:00-17:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2402,Wednesday,14:00-14:50,Probability and Statistics,C1.1.344P,practice,Shayakhmetov Alparslan,Schedules_2 course_3 trim
SE-2402,Wednesday,15:00-15:50,Probability and Statistics,C1.1.344P,practice,Shayakhmetov Alparslan,Schedules_2 course_3 trim
SE-2402,Wednesday,16:00-16:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2402,Wednesday,16:00-16:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2402,Wednesday,17:00-17:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2402,Wednesday,17:00-17:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2402,Thursday,14:00-14:50,Cross-platform mobile development,C1.1.334L,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2402,Thursday,14:00-14:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2402,Thursday,15:00-15:50,Cross-platform mobile development,C1.1.334L,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2402,Thursday,15:00-15:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2402,Thursday,17:00-17:50,Advanced Operating Systems,C1.1.324L,practice,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2402,Thursday,17:00-17:50,Blockchain Technologies 2,C1.1.242K,practice,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2402,Thursday,18:00-18:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2402,Thursday,19:00-19:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2402,Friday,14:00-14:50,Cross-platform mobile development,C1.2.239K,practice,Omirzak Islam,Schedules_2 course_3 trim
SE-2402,Friday,15:00-15:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2402,Friday,16:00-16:50,Introduction to Game Development,C1.1.238K,practice,Sembayev Talgat,Schedules_2 course_3 trim
SE-2402,Friday,17:00-17:50,Introduction to Game Development,C1.1.238K,practice,Sembayev Talgat,Schedules_2 course_3 trim
SE-2402,Friday,18:00-18:50,Academic Writing,C1.1.347P,practice,Almukhambetova Ainur,Schedules_2 course_3 trim
SE-2402,Friday,19:00-19:50,Academic Writing,C1.1.347P,practice,Almukhambetova Ainur,Schedules_2 course_3 trim
SE-2402,Saturday,17:00-17:50,Probability and Statistics,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2402,Saturday,18:00-18:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2402,Saturday,19:00-19:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2403,Monday,14:00-14:50,Probability and Statistics,C1.1.252L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2403,Monday,15:00-15:50,Probability and Statistics,C1.1.252L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2403,Monday,16:00-16:50,Advanced Operating Systems,C1.1.324L,practice,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2403,Monday,16:00-16:50,Blockchain Technologies 2,C1.1.242K,practice,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2403,Monday,17:00-17:50,Advanced Operating Systems,C1.1.324L,practice,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2403,Monday,17:00-17:50,Blockchain Technologies 2,C1.1.242K,practice,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2403,Tuesday,13:05-13:55,Cross-platform mobile development,C1.2.239K,practice,Omirzak Islam,Schedules_2 course_3 trim
SE-2403,Tuesday,14:00-14:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2403,Tuesday,15:00-15:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2403,Tuesday,16:00-16:50,Introduction to Game Development,C1.3.370,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2403,Tuesday,16:00-16:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2403,Tuesday,17:00-17:50,Introduction to Game Development,C1.3.370,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2403,Tuesday,17:00-17:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2403,Wednesday,12:00-12:50,Academic Writing,C1.2.250L,practice,Karabaeva Akmaral,Schedules_2 course_3 trim
SE-2403,Wednesday,13:05-13:55,Academic Writing,C1.2.250L,practice,Karabaeva Akmaral,Schedules_2 course_3 trim
SE-2403,Wednesday,14:00-14:50,Cross-platform mobile development,C1.2.239K,practice,Omirzak Islam,Schedules_2 course_3 trim
SE-2403,Wednesday,15:00-15:50,Cross-platform mobile development,C1.2.239K,practice,Omirzak Islam,Schedules_2 course_3 trim
SE-2403,Wednesday,16:00-16:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2403,Wednesday,16:00-16:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2403,Wednesday,17:00-17:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2403,Wednesday,17:00-17:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2403,Wednesday,18:00-18:50,Probability and Statistics,C1.1.344P,practice,Shayakhmetov Alparslan,Schedules_2 course_3 trim
SE-2403,Wednesday,19:00-19:50,Probability and Statistics,C1.1.344P,practice,Shayakhmetov Alparslan,Schedules_2 course_3 trim
SE-2403,Thursday,14:00-14:50,Cross-platform mobile development,C1.1.334L,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2403,Thursday,14:00-14:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2403,Thursday,15:00-15:50,Cross-platform mobile development,C1.1.334L,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2403,Thursday,15:00-15:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2403,Thursday,16:00-16:50,Advanced Operating Systems,C1.1.324L,practice,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2403,Thursday,16:00-16:50,Blockchain Technologies 2,C1.1.242K,practice,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2403,Friday,15:00-15:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2403,Friday,16:00-16:50,Academic Writing,C1.2.230P,practice,Karabaeva Akmaral,Schedules_2 course_3 trim
SE-2403,Friday,18:00-18:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2403,Friday,18:00-18:50,Introduction to Game Development,C1.1.238K,practice,Sembayev Talgat,Schedules_2 course_3 trim
SE-2403,Friday,19:00-19:50,Introduction to Game Development,C1.1.238K,practice,Sembayev Talgat,Schedules_2 course_3 trim
SE-2403,Friday,19:00-19:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2403,Saturday,17:00-17:50,Probability and Statistics,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2403,Saturday,18:00-18:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2403,Saturday,19:00-19:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2404,Monday,14:00-14:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2404,Monday,14:00-14:50,Advanced Operating Systems,online,practice,Waleed Ejaz,Schedules_2 course_3 trim
SE-2404,Monday,15:00-15:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2404,Monday,15:00-15:50,Advanced Operating Systems,online,practice,Waleed Ejaz,Schedules_2 course_3 trim
SE-2404,Monday,16:00-16:50,Advanced Operating Systems,online,practice,Waleed Ejaz,Schedules_2 course_3 trim
SE-2404,Monday,16:00-16:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2404,Tuesday,14:00-14:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2404,Tuesday,15:00-15:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2404,Tuesday,16:00-16:50,Introduction to Game Development,C1.3.370,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2404,Tuesday,16:00-16:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2404,Tuesday,17:00-17:50,Introduction to Game Development,C1.3.370,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2404,Tuesday,17:00-17:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2404,Tuesday,18:00-18:50,Probability and Statistics,C1.1.328L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2404,Tuesday,19:00-19:50,Probability and Statistics,C1.1.328L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2404,Wednesday,13:05-13:55,Cross-platform mobile development,C1.2.239K,practice,Omirzak Islam,Schedules_2 course_3 trim
SE-2404,Wednesday,14:00-14:50,Academic Writing,C1.3.319,practice,Karabaeva Akmaral,Schedules_2 course_3 trim
SE-2404,Wednesday,16:00-16:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2404,Wednesday,16:00-16:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2404,Wednesday,17:00-17:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2404,Wednesday,17:00-17:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2404,Thursday,14:00-14:50,Cross-platform mobile development,C1.1.334L,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2404,Thursday,14:00-14:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2404,Thursday,15:00-15:50,Cross-platform mobile development,C1.1.334L,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2404,Thursday,15:00-15:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2404,Thursday,16:00-16:50,Academic Writing,C1.3.232P,practice,Karabaeva Akmaral,Schedules_2 course_3 trim
SE-2404,Thursday,17:00-17:50,Academic Writing,C1.3.232P,practice,Karabaeva Akmaral,Schedules_2 course_3 trim
SE-2404,Thursday,18:00-18:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2404,Thursday,18:00-18:50,Introduction to Game Development,C1.1.353K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2404,Thursday,19:00-19:50,Introduction to Game Development,C1.1.353K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2404,Thursday,19:00-19:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2404,Friday,15:00-15:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2404,Friday,16:00-16:50,Probability and Statistics,C1.1.225P,practice,Shayakhmetov Alparslan,Schedules_2 course_3 trim
SE-2404,Friday,17:00-17:50,Probability and Statistics,C1.1.225P,practice,Shayakhmetov Alparslan,Schedules_2 course_3 trim
SE-2404,Friday,18:00-18:50,Cross-platform mobile development,C1.2.239K,practice,Omirzak Islam,Schedules_2 course_3 trim
SE-2404,Friday,19:00-19:50,Cross-platform mobile development,C1.2.239K,practice,Omirzak Islam,Schedules_2 course_3 trim
SE-2404,Saturday,17:00-17:50,Probability and Statistics,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2404,Saturday,18:00-18:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2404,Saturday,19:00-19:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2405,Monday,14:00-14:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2405,Monday,14:00-14:50,Advanced Operating Systems,online,practice,Waleed Ejaz,Schedules_2 course_3 trim
SE-2405,Monday,15:00-15:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2405,Monday,15:00-15:50,Advanced Operating Systems,online,practice,Waleed Ejaz,Schedules_2 course_3 trim
SE-2405,Monday,16:00-16:50,Advanced Operating Systems,online,practice,Waleed Ejaz,Schedules_2 course_3 trim
SE-2405,Monday,16:00-16:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2405,Tuesday,13:05-13:55,Cross-platform mobile development,C1.2.228K,practice,Nurgaliyeva Symbat,Schedules_2 course_3 trim
SE-2405,Tuesday,13:05-13:55,Advanced Programming 2,C1.2.223K,practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2405,Tuesday,14:00-14:50,Academic Writing,C1.1.233P,practice,Karabaeva Akmaral,Schedules_2 course_3 trim
SE-2405,Tuesday,15:00-15:50,Academic Writing,C1.1.233P,practice,Karabaeva Akmaral,Schedules_2 course_3 trim
SE-2405,Tuesday,16:00-16:50,Introduction to Game Development,C1.3.370,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2405,Tuesday,16:00-16:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2405,Tuesday,17:00-17:50,Introduction to Game Development,C1.3.370,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2405,Tuesday,17:00-17:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2405,Tuesday,18:00-18:50,Probability and Statistics,C1.1.328L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2405,Tuesday,19:00-19:50,Probability and Statistics,C1.1.328L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2405,Wednesday,14:00-14:50,Probability and Statistics,C1.3.235L,practice,Tomiris Bekdauletova,Schedules_2 course_3 trim
SE-2405,Wednesday,15:00-15:50,Probability and Statistics,C1.3.235L,practice,Tomiris Bekdauletova,Schedules_2 course_3 trim
SE-2405,Wednesday,16:00-16:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2405,Wednesday,16:00-16:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2405,Wednesday,17:00-17:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2405,Wednesday,17:00-17:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2405,Thursday,14:00-14:50,Cross-platform mobile development,C1.1.334L,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2405,Thursday,14:00-14:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2405,Thursday,15:00-15:50,Cross-platform mobile development,C1.1.334L,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2405,Thursday,15:00-15:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2405,Friday,15:00-15:50,Academic Writing,C1.2.230P,practice,Karabaeva Akmaral,Schedules_2 course_3 trim
SE-2405,Friday,16:00-16:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2405,Friday,16:00-16:50,Cross-platform mobile development,C1.2.231K,practice,Nurgaliyeva Symbat,Schedules_2 course_3 trim
SE-2405,Friday,17:00-17:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2405,Friday,17:00-17:50,Cross-platform mobile development,C1.2.231K,practice,Nurgaliyeva Symbat,Schedules_2 course_3 trim
SE-2405,Friday,18:00-18:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2405,Friday,18:00-18:50,Introduction to Game Development,C1.1.238K,practice,Sembayev Talgat,Schedules_2 course_3 trim
SE-2405,Friday,19:00-19:50,Introduction to Game Development,C1.1.238K,practice,Sembayev Talgat,Schedules_2 course_3 trim
SE-2405,Friday,19:00-19:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2405,Saturday,17:00-17:50,Probability and Statistics,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2405,Saturday,18:00-18:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2405,Saturday,19:00-19:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2406,Monday,15:00-15:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2406,Monday,15:00-15:50,Cross-platform mobile development,C1.2.252K,practice,Nurgaliyeva Symbat,Schedules_2 course_3 trim
SE-2406,Monday,16:00-16:50,Cross-platform mobile development,C1.2.252K,practice,Nurgaliyeva Symbat,Schedules_2 course_3 trim
SE-2406,Monday,16:00-16:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2406,Monday,18:00-18:50,Blockchain Technologies 2,C1.1.242K,practice,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2406,Monday,19:00-19:50,Blockchain Technologies 2,C1.1.242K,practice,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2406,Tuesday,16:00-16:50,Introduction to Game Development,C1.3.370,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2406,Tuesday,16:00-16:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2406,Tuesday,17:00-17:50,Introduction to Game Development,C1.3.370,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2406,Tuesday,17:00-17:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2406,Tuesday,18:00-18:50,Probability and Statistics,C1.1.328L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2406,Tuesday,19:00-19:50,Probability and Statistics,C1.1.328L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2406,Wednesday,14:00-14:50,Academic Writing,C1.1.233P,practice,Yevgeniya Verba,Schedules_2 course_3 trim
SE-2406,Wednesday,15:00-15:50,Academic Writing,C1.1.233P,practice,Yevgeniya Verba,Schedules_2 course_3 trim
SE-2406,Wednesday,16:00-16:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2406,Wednesday,16:00-16:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2406,Wednesday,17:00-17:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2406,Wednesday,17:00-17:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2406,Wednesday,18:00-18:50,Probability and Statistics,C1.3.235L,practice,Tomiris Bekdauletova,Schedules_2 course_3 trim
SE-2406,Wednesday,19:00-19:50,Probability and Statistics,C1.3.235L,practice,Tomiris Bekdauletova,Schedules_2 course_3 trim
SE-2406,Thursday,14:00-14:50,Cross-platform mobile development,C1.1.334L,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2406,Thursday,14:00-14:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2406,Thursday,15:00-15:50,Cross-platform mobile development,C1.1.334L,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2406,Thursday,15:00-15:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2406,Thursday,16:00-16:50,Academic Writing,C1.2.232P,practice,Yevgeniya Verba,Schedules_2 course_3 trim
SE-2406,Thursday,17:00-17:50,Blockchain Technologies 2,C1.1.242K,practice,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2406,Thursday,18:00-18:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2406,Thursday,19:00-19:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2406,Friday,14:00-14:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2406,Friday,14:00-14:50,Cross-platform mobile development,C1.2.252K,practice,Nurgaliyeva Symbat,Schedules_2 course_3 trim
SE-2406,Friday,15:00-15:50,Introduction to Game Development,C1.1.242K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2406,Friday,16:00-16:50,Introduction to Game Development,C1.1.242K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2406,Friday,17:00-17:50,Advanced Operating Systems,online,practice,Mehak Basharat,Schedules_2 course_3 trim
SE-2406,Friday,18:00-18:50,Advanced Operating Systems,online,practice,Mehak Basharat,Schedules_2 course_3 trim
SE-2406,Friday,19:00-19:50,Advanced Operating Systems,online,practice,Mehak Basharat,Schedules_2 course_3 trim
SE-2406,Saturday,17:00-17:50,Probability and Statistics,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2406,Saturday,18:00-18:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2406,Saturday,19:00-19:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2407,Monday,13:05-13:55,Advanced Programming 2,C1.2.229K,practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2407,Monday,13:05-13:55,Cross-platform mobile development,C1.1.240K (Apple),practice,Makhmetova Kuralay,Schedules_2 course_3 trim
SE-2407,Monday,14:00-14:50,Introduction to Game Development,C1.1.238K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2407,Monday,14:00-14:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2407,Monday,15:00-15:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2407,Monday,15:00-15:50,Introduction to Game Development,C1.1.238K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2407,Monday,16:00-16:50,Academic Writing,C1.2.226P,practice,Yevgeniya Verba,Schedules_2 course_3 trim
SE-2407,Monday,17:00-17:50,Academic Writing,C1.2.226P,practice,Yevgeniya Verba,Schedules_2 course_3 trim
SE-2407,Monday,18:00-18:50,Blockchain Technologies 2,C1.1.242K,practice,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2407,Monday,19:00-19:50,Blockchain Technologies 2,C1.1.242K,practice,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
